Order Date,Sales,Quantity,Discount,Profit,Year,Month
2016-09-08 0:00,14.136,2,0.6,-7.7748,2016,9
2016-09-08 0:00,173.94,3,0,13.9152,2016,9
2016-09-08 0:00,2396.2656,4,0.32,-317.1528,2016,9
2016-09-08 0:00,601.47,3,0.5,-300.735,2016,9
2016-09-09 0:00,15.008,4,0.6,-12.0064,2016,9
2016-09-10 0:00,300.93,5,0.3,-34.392,2016,9
2016-09-12 0:00,466.768,2,0.2,52.5114,2016,9
2016-09-12 0:00,1059.12,4,0,307.1448,2016,9
2016-09-12 0:00,83.136,4,0.2,5.196,2016,9
2016-09-12 0:00,40.48,2,0,14.5728,2016,9
2016-09-12 0:00,15.136,4,0.2,3.5948,2016,9
2016-09-12 0:00,15.232,1,0.2,1.7136,2016,9
2016-09-13 0:00,1336.44,14,0,387.5676,2016,9
2016-09-15 0:00,1128.39,3,0,259.5297,2016,9
2016-09-16 0:00,273.666,2,0.15,-12.8784,2016,9
2016-09-16 0:00,121.78,2,0,30.445,2016,9
2016-09-17 0:00,109.48,2,0,33.9388,2016,9
2016-09-17 0:00,191.82,3,0,61.3824,2016,9
2016-09-17 0:00,14.82,3,0,6.2244,2016,9
2016-09-17 0:00,113.888,2,0.2,9.9652,2016,9
2016-09-18 0:00,350.98,1,0,84.2352,2016,9
2016-09-18 0:00,99.372,2,0.3,-7.098,2016,9
2016-09-18 0:00,5.352,3,0.2,1.6056,2016,9
2016-09-18 0:00,383.438,4,0.45,-167.3184,2016,9
2016-09-18 0:00,631.782,2,0.1,140.396,2016,9
2016-09-18 0:00,60.72,3,0,26.1096,2016,9
2016-09-18 0:00,801.568,2,0.2,50.098,2016,9
2016-09-18 0:00,885.528,9,0.2,-99.6219,2016,9
2016-09-19 0:00,25.632,3,0.2,3.8448,2016,9
2016-09-19 0:00,872.32,4,0,244.2496,2016,9
2016-09-19 0:00,701.372,2,0.3,-50.098,2016,9
2016-09-20 0:00,163.88,2,0,40.97,2016,9
2016-09-20 0:00,17.088,2,0.2,1.068,2016,9
2016-09-20 0:00,98.392,1,0.2,-11.0691,2016,9
2016-09-22 0:00,13.28,2,0,6.3744,2016,9
2016-09-22 0:00,18.96,2,0,7.584,2016,9
2016-09-22 0:00,68.432,7,0.2,8.554,2016,9
2016-09-23 0:00,184.752,3,0.2,-20.7846,2016,9
2016-09-23 0:00,532.704,6,0.2,-26.6352,2016,9
2016-09-23 0:00,368.97,3,0,81.1734,2016,9
2016-09-23 0:00,28,4,0.2,7.7,2016,9
2016-09-24 0:00,127.95,3,0,21.7515,2016,9
2016-09-24 0:00,155.372,2,0.3,-13.3176,2016,9
2016-09-24 0:00,21.44,2,0.2,7.504,2016,9
2016-09-24 0:00,63.2,5,0,23.384,2016,9
2016-09-24 0:00,563.24,5,0.2,56.324,2016,9
2016-09-25 0:00,483.136,4,0.2,60.392,2016,9
2016-09-25 0:00,393.165,3,0.5,-204.4458,2016,9
2016-09-25 0:00,477.666,2,0.15,84.294,2016,9
2016-09-25 0:00,201.96,2,0,50.49,2016,9
2016-09-25 0:00,68.64,11,0,17.16,2016,9
2016-09-26 0:00,747.558,3,0.3,-96.1146,2016,9
2016-09-26 0:00,454.965,5,0.3,-136.4895,2016,9
2016-09-26 0:00,424.9575,5,0.15,19.998,2016,9
2016-09-27 0:00,956.6648,7,0.32,-225.0976,2016,9
2016-09-30 0:00,523.92,5,0.2,-26.196,2016,9
2016-10-01 0:00,41.85,5,0,10.881,2016,10
2016-10-01 0:00,194.848,4,0.2,12.178,2016,10
2016-10-01 0:00,330.588,1,0.4,-115.7058,2016,10
2016-10-03 0:00,599.292,6,0.1,93.2232,2016,10
2016-10-03 0:00,38.08,5,0.6,-29.512,2016,10
2016-10-03 0:00,915.136,4,0.2,102.9528,2016,10
2016-10-04 0:00,239.372,2,0.3,-23.9372,2016,10
2016-10-04 0:00,11.568,3,0.2,2.6028,2016,10
2016-10-08 0:00,51.712,8,0.6,-32.32,2016,10
2016-10-09 0:00,169.568,2,0.2,0,2016,10
2016-10-09 0:00,332.832,4,0.2,-24.9624,2016,10
2016-10-10 0:00,14,4,0.6,-6.3,2016,10
2016-10-10 0:00,120.784,1,0.2,13.5882,2016,10
2016-10-10 0:00,90.882,3,0.7,-190.8522,2016,10
2016-10-13 0:00,43.12,14,0,20.6976,2016,10
2016-10-13 0:00,139.92,5,0.6,-150.414,2016,10
2016-10-13 0:00,727.45,5,0.5,-465.568,2016,10
2016-10-13 0:00,24.96,3,0.2,4.368,2016,10
2016-10-13 0:00,82.26,3,0,33.7266,2016,10
2016-10-14 0:00,102.592,1,0.2,10.2592,2016,10
2016-10-16 0:00,142.182,1,0.4,-37.9152,2016,10
2016-10-17 0:00,120.666,2,0.15,21.294,2016,10
2016-10-17 0:00,120.98,1,0,12.098,2016,10
2016-10-18 0:00,307.92,5,0.2,-34.641,2016,10
2016-10-20 0:00,56.686,1,0.3,-14.5764,2016,10
2016-10-20 0:00,387.136,4,0.2,4.8392,2016,10
2016-10-20 0:00,61.1,5,0,18.33,2016,10
2016-10-21 0:00,661.176,2,0.4,-231.4116,2016,10
2016-10-21 0:00,19.96,2,0,5.5888,2016,10
2016-10-21 0:00,242.136,3,0.2,12.1068,2016,10
2016-10-21 0:00,1043.92,4,0,271.4192,2016,10
2016-10-21 0:00,45.568,2,0.2,9.6832,2016,10
2016-10-22 0:00,31.4,5,0,10.048,2016,10
2016-10-22 0:00,101.94,3,0,30.582,2016,10
2016-10-22 0:00,39.92,4,0,11.1776,2016,10
2016-10-23 0:00,16.156,7,0.6,-12.117,2016,10
2016-10-27 0:00,290.98,1,0,75.6548,2016,10
2016-10-27 0:00,427.644,14,0.1,80.7772,2016,10
2016-10-27 0:00,40.2,3,0,19.296,2016,10
2016-10-28 0:00,165.048,3,0.2,41.262,2016,10
2016-10-28 0:00,756.8,5,0,75.68,2016,10
2016-10-28 0:00,47.952,3,0.2,13.7862,2016,10
2016-10-28 0:00,77.6,4,0,38.024,2016,10
2016-10-28 0:00,63.968,2,0.2,0,2016,10
2016-10-29 0:00,67,5,0,32.16,2016,10
2016-10-31 0:00,368.97,3,0,81.1734,2016,10
2016-10-31 0:00,1403.92,5,0.2,70.196,2016,10
2016-10-31 0:00,492.835,5,0.3,-14.081,2016,10
2016-11-03 0:00,217.584,2,0.2,-29.9178,2016,11
2016-11-03 0:00,470.155,7,0.3,-13.433,2016,11
2016-11-03 0:00,842.94,3,0,160.1586,2016,11
2016-11-03 0:00,24.1,5,0,9.158,2016,11
2016-11-04 0:00,11.376,3,0.6,-5.688,2016,11
2016-11-04 0:00,209.88,3,0,35.6796,2016,11
2016-11-04 0:00,50.496,6,0.2,8.2056,2016,11
2016-11-04 0:00,38.29,7,0,16.4647,2016,11
2016-11-04 0:00,104.784,1,0.2,-14.4078,2016,11
2016-11-04 0:00,66.112,4,0.6,-84.2928,2016,11
2016-11-04 0:00,876.3,10,0.4,-292.1,2016,11
2016-11-04 0:00,650.352,3,0.2,-97.5528,2016,11
2016-11-05 0:00,956.6648,7,0.32,-225.0976,2016,11
2016-11-05 0:00,863.128,8,0.3,-160.2952,2016,11
2016-11-05 0:00,756.8,5,0,75.68,2016,11
2016-11-05 0:00,273.96,2,0,71.2296,2016,11
2016-11-05 0:00,113.888,2,0.2,9.9652,2016,11
2016-11-06 0:00,207.984,2,0.2,-28.5978,2016,11
2016-11-06 0:00,35.568,2,0.2,5.7798,2016,11
2016-11-06 0:00,238.56,3,0,26.2416,2016,11
2016-11-06 0:00,81.424,2,0.2,-9.1602,2016,11
2016-11-07 0:00,44.46,5,0.6,-17.784,2016,11
2016-11-07 0:00,14.82,3,0,6.2244,2016,11
2016-11-07 0:00,1603.136,4,0.2,100.196,2016,11
2016-11-08 0:00,731.94,3,0,219.582,2016,11
2016-11-08 0:00,261.96,2,0,41.9136,2016,11
2016-11-10 0:00,467.46,9,0,191.6586,2016,11
2016-11-10 0:00,148.288,7,0.2,29.6576,2016,11
2016-11-10 0:00,9.98,1,0,2.7944,2016,11
2016-11-10 0:00,341.96,2,0,54.7136,2016,11
2016-11-10 0:00,37.3,2,0,17.158,2016,11
2016-11-11 0:00,6.96,4,0,2.2272,2016,11
2016-11-11 0:00,245.646,3,0.1,8.1882,2016,11
2016-11-11 0:00,41.96,2,0,10.9096,2016,11
2016-11-11 0:00,451.152,3,0.2,0,2016,11
2016-11-11 0:00,2678.94,6,0,241.1046,2016,11
2016-11-11 0:00,47.992,2,0.3,-2.0568,2016,11
2016-11-12 0:00,449.372,2,0.3,-12.8392,2016,11
2016-11-12 0:00,1537.074,9,0.3,0,2016,11
2016-11-12 0:00,1474.802,7,0.3,-21.0686,2016,11
2016-11-12 0:00,22.752,6,0.6,-8.532,2016,11
2016-11-12 0:00,674.352,3,0.2,-8.4294,2016,11
2016-11-13 0:00,4.18,1,0,1.5048,2016,11
2016-11-13 0:00,19.54,2,0,7.2298,2016,11
2016-11-13 0:00,30.36,4,0,13.0548,2016,11
2016-11-14 0:00,19.92,4,0,6.5736,2016,11
2016-11-14 0:00,380.058,3,0.3,-21.7176,2016,11
2016-11-14 0:00,48.576,3,0.2,9.7152,2016,11
2016-11-14 0:00,408.006,2,0.1,72.5344,2016,11
2016-11-15 0:00,630.024,4,0.4,-199.5076,2016,11
2016-11-18 0:00,301.96,2,0,33.2156,2016,11
2016-11-18 0:00,255.108,6,0.3,-18.222,2016,11
2016-11-19 0:00,31.96,2,0,1.598,2016,11
2016-11-19 0:00,2.328,2,0.6,-0.7566,2016,11
2016-11-20 0:00,86.97,3,0.5,-48.7032,2016,11
2016-11-20 0:00,289.568,2,0.2,10.8588,2016,11
2016-11-20 0:00,7.068,3,0.6,-2.8272,2016,11
2016-11-20 0:00,318.43,5,0.3,-77.333,2016,11
2016-11-21 0:00,77.952,3,0.2,15.5904,2016,11
2016-11-21 0:00,127.554,3,0.3,-9.111,2016,11
2016-11-21 0:00,113.568,2,0.2,12.7764,2016,11
2016-11-21 0:00,195.136,4,0.2,-12.196,2016,11
2016-11-22 0:00,39.88,2,0,11.1664,2016,11
2016-11-23 0:00,70.448,7,0.2,12.3284,2016,11
2016-11-23 0:00,14.368,2,0.2,3.9512,2016,11
2016-11-24 0:00,9.94,2,0,3.0814,2016,11
2016-11-24 0:00,82.26,3,0,33.7266,2016,11
2016-11-24 0:00,207.76,4,0,85.1816,2016,11
2016-11-24 0:00,339.92,5,0.2,8.498,2016,11
2016-11-24 0:00,1684.752,6,0.2,210.594,2016,11
2016-11-25 0:00,194.352,3,0.2,19.4352,2016,11
2016-11-25 0:00,1568.61,9,0,329.4081,2016,11
2016-11-26 0:00,313.176,2,0.4,-120.0508,2016,11
2016-11-26 0:00,595.38,6,0,297.69,2016,11
2016-11-26 0:00,3406.664,8,0.15,160.3136,2016,11
2016-11-27 0:00,31.56,3,0,10.4148,2016,11
2016-11-27 0:00,331.023,7,0.45,-114.3534,2016,11
2016-11-28 0:00,347.802,7,0.3,-24.843,2016,11
2016-11-28 0:00,182.67,3,0,52.9743,2016,11
2016-11-29 0:00,242.176,4,0.6,-302.72,2016,11
2016-11-30 0:00,389.97,3,0,35.0973,2016,11
2016-12-01 0:00,172.5,2,0,51.75,2016,12
2016-12-01 0:00,16.74,2,0,4.3524,2016,12
2016-12-01 0:00,366.009,3,0.3,-47.0583,2016,12
2016-12-01 0:00,17.31,3,0,5.193,2016,12
2016-12-01 0:00,751.92,4,0,150.384,2016,12
2016-12-01 0:00,248.43,5,0.3,-17.745,2016,12
2016-12-01 0:00,111.15,5,0,48.906,2016,12
2016-12-01 0:00,85.246,2,0.3,-1.2178,2016,12
2016-12-01 0:00,31.96,2,0,1.598,2016,12
2016-12-02 0:00,781.864,10,0.32,-137.976,2016,12
2016-12-02 0:00,72.42,6,0,23.8986,2016,12
2016-12-02 0:00,14.52,3,0,5.6628,2016,12
2016-12-03 0:00,268.704,3,0.2,6.7176,2016,12
2016-12-03 0:00,29.98,1,0,8.0946,2016,12
2016-12-03 0:00,542.646,3,0.1,102.4998,2016,12
2016-12-03 0:00,581.96,2,0,104.7528,2016,12
2016-12-03 0:00,111.9,6,0,51.474,2016,12
2016-12-03 0:00,400.032,2,0.4,-153.3456,2016,12
2016-12-03 0:00,205.666,2,0.15,-12.098,2016,12
2016-12-04 0:00,113.79,3,0,20.4822,2016,12
2016-12-05 0:00,13.4,1,0,6.432,2016,12
2016-12-05 0:00,191.82,3,0,74.8098,2016,12
2016-12-05 0:00,81.94,1,0,20.485,2016,12
2016-12-05 0:00,1951.84,8,0,585.552,2016,12
2016-12-08 0:00,405.86,7,0,32.4688,2016,12
2016-12-08 0:00,190.92,5,0.6,-147.963,2016,12
2016-12-08 0:00,1421.664,6,0.2,-195.4788,2016,12
2016-12-08 0:00,680.01,3,0,176.8026,2016,12
2016-12-09 0:00,79.974,3,0.4,-29.3238,2016,12
2016-12-09 0:00,1056.86,7,0,158.529,2016,12
2016-12-10 0:00,1424.9,5,0,356.225,2016,12
2016-12-10 0:00,321.568,2,0.2,28.1372,2016,12
2016-12-11 0:00,363.92,5,0.2,-31.843,2016,12
2016-12-11 0:00,14.8,4,0,6.068,2016,12
2016-12-11 0:00,892.136,7,0.2,111.517,2016,12
2016-12-11 0:00,403.92,5,0.2,25.245,2016,12
2016-12-11 0:00,328.59,3,0.4,-147.8655,2016,12
2016-12-11 0:00,458.43,5,0.3,-137.529,2016,12
2016-12-12 0:00,60.35,5,0,19.9155,2016,12
2016-12-12 0:00,383.64,6,0,122.7648,2016,12
2016-12-12 0:00,33.48,4,0,8.7048,2016,12
2016-12-13 0:00,1114.272,4,0.2,41.7852,2016,12
2016-12-14 0:00,133.38,6,0,58.6872,2016,12
2016-12-14 0:00,396.92,4,0,198.46,2016,12
2016-12-14 0:00,81.424,2,0.2,-9.1602,2016,12
2016-12-15 0:00,14.76,2,0,4.2804,2016,12
2016-12-15 0:00,1652.94,3,0,231.4116,2016,12
2016-12-15 0:00,564.195,3,0.5,-304.6653,2016,12
2016-12-16 0:00,563.92,5,0.2,7.049,2016,12
2016-12-17 0:00,2003.52,6,0.2,-325.572,2016,12
2016-12-18 0:00,563.94,3,0,112.788,2016,12
2016-12-18 0:00,377.45,5,0.5,-264.215,2016,12
2016-12-18 0:00,183.84,8,0,62.5056,2016,12
2016-12-18 0:00,18.84,3,0,6.0288,2016,12
2016-12-18 0:00,39.92,4,0,11.1776,2016,12
2016-12-19 0:00,455.97,6,0.5,-218.8656,2016,12
2016-12-19 0:00,303.92,5,0.2,-30.392,2016,12
2016-12-20 0:00,18.92,4,0,7.3788,2016,12
2016-12-22 0:00,22.784,1,0.2,4.8416,2016,12
2016-12-22 0:00,41.96,2,0,10.9096,2016,12
2016-12-22 0:00,842.72,8,0,202.2528,2016,12
2016-12-22 0:00,11.84,4,0.2,3.108,2016,12
2016-12-23 0:00,572.76,6,0,166.1004,2016,12
2016-12-23 0:00,2.328,2,0.6,-0.7566,2016,12
2016-12-23 0:00,286.38,3,0,83.0502,2016,12
2016-12-23 0:00,141.372,2,0.3,-14.1372,2016,12
2016-12-24 0:00,799.56,9,0,207.8856,2016,12
2016-12-24 0:00,43.96,7,0,18.4632,2016,12
2016-12-25 0:00,343.85,5,0,137.54,2016,12
2016-12-25 0:00,47.968,2,0.2,4.1972,2016,12
2016-12-25 0:00,35.445,1,0.5,-24.1026,2016,12
2016-12-25 0:00,698.352,3,0.2,52.3764,2016,12
2016-12-25 0:00,1747.25,5,0,629.01,2016,12
2016-12-25 0:00,2563.056,8,0.1,313.2624,2016,12
2016-12-25 0:00,866.646,3,0.1,173.3292,2016,12
2016-12-25 0:00,313.176,2,0.4,-120.0508,2016,12
2016-12-25 0:00,21.12,4,0,6.5472,2016,12
2016-12-26 0:00,902.712,3,0.2,33.8517,2016,12
2016-12-26 0:00,212.94,3,0,25.5528,2016,12
2016-12-26 0:00,146.352,3,0.2,-5.4882,2016,12
2016-12-27 0:00,845.488,8,0.3,-12.0784,2016,12
2016-12-29 0:00,754.45,5,0,60.356,2016,12
2016-12-29 0:00,70.56,6,0,23.9904,2016,12
2016-12-30 0:00,170.786,1,0.3,0,2016,12
2017-01-01 0:00,474.43,11,0,199.2606,2017,1
2017-01-01 0:00,310.744,4,0.3,-26.6352,2017,1
2017-01-01 0:00,141.42,5,0.6,-187.3815,2017,1
2017-01-01 0:00,48.896,4,0.2,8.5568,2017,1
2017-01-02 0:00,913.43,5,0.3,-169.637,2017,1
2017-01-08 0:00,892.98,2,0,80.3682,2017,1
2017-01-12 0:00,37.68,2,0,15.8256,2017,1
2017-01-13 0:00,212.94,3,0,53.235,2017,1
2017-01-14 0:00,18.96,2,0,8.532,2017,1
2017-01-16 0:00,399.672,7,0.2,-14.9877,2017,1
2017-01-16 0:00,27.92,4,0,8.0968,2017,1
2017-01-16 0:00,302.67,3,0,72.6408,2017,1
2017-01-19 0:00,31.968,2,0.2,6.3936,2017,1
2017-01-19 0:00,887.271,3,0.3,-63.3765,2017,1
2017-01-20 0:00,207.846,3,0.1,2.3094,2017,1
2017-01-21 0:00,84.98,1,0,18.6956,2017,1
2017-01-23 0:00,210.98,2,0,21.098,2017,1
2017-01-26 0:00,62.72,4,0,24.4608,2017,1
2017-01-28 0:00,37.74,3,0,12.8316,2017,1
2017-01-29 0:00,14.91,3,0,4.6221,2017,1
2017-01-30 0:00,34.58,7,0,14.5236,2017,1
2017-01-30 0:00,69.375,1,0.5,-47.175,2017,1
2017-01-30 0:00,419.136,4,0.2,-68.1096,2017,1
2017-01-30 0:00,120.784,1,0.2,-13.5882,2017,1
2017-02-02 0:00,210.58,2,0,12.6348,2017,2
2017-02-02 0:00,86.26,2,0,29.3284,2017,2
2017-02-03 0:00,22.2,1,0.6,-26.085,2017,2
2017-02-06 0:00,240.784,1,0.2,30.098,2017,2
2017-02-06 0:00,359.97,3,0,79.1934,2017,2
2017-02-09 0:00,3.984,2,0.6,-2.6892,2017,2
2017-02-09 0:00,21.12,4,0,6.5472,2017,2
2017-02-10 0:00,203.983,2,0.15,16.7986,2017,2
2017-02-11 0:00,963.136,4,0.2,108.3528,2017,2
2017-02-11 0:00,147.568,2,0.2,-3.6892,2017,2
2017-02-13 0:00,107.53,1,0,21.506,2017,2
2017-02-16 0:00,7.692,1,0.6,-3.6537,2017,2
2017-02-16 0:00,600.558,3,0.3,-8.5794,2017,2
2017-02-17 0:00,480.96,3,0.5,-269.3376,2017,2
2017-02-17 0:00,30.144,2,0.2,8.2896,2017,2
2017-02-17 0:00,89.0664,1,0.32,-17.0274,2017,2
2017-02-17 0:00,455.97,5,0.4,-106.393,2017,2
2017-02-17 0:00,899.43,5,0.3,-12.849,2017,2
2017-02-19 0:00,44.67,3,0,12.0609,2017,2
2017-02-20 0:00,68.704,2,0.2,16.3172,2017,2
2017-02-20 0:00,22.23,1,0,7.3359,2017,2
2017-02-20 0:00,386.91,9,0.5,-185.7168,2017,2
2017-02-25 0:00,231.92,5,0.2,5.798,2017,2
2017-02-25 0:00,196.784,2,0.2,-22.1382,2017,2
2017-02-26 0:00,892.224,3,0.2,89.2224,2017,2
2017-02-26 0:00,91.96,2,0,15.6332,2017,2
2017-03-02 0:00,441.96,2,0,101.6508,2017,3
2017-03-03 0:00,170.352,3,0.2,-17.0352,2017,3
2017-03-03 0:00,399.672,7,0.2,-14.9877,2017,3
2017-03-03 0:00,180.98,1,0,47.0548,2017,3
2017-03-04 0:00,103.5,5,0.6,-77.625,2017,3
2017-03-06 0:00,71.97,3,0,16.5531,2017,3
2017-03-10 0:00,43.872,2,0.2,11.5164,2017,3
2017-03-10 0:00,6.696,1,0.2,0.5022,2017,3
2017-03-10 0:00,933.408,4,0.3,-173.3472,2017,3
2017-03-11 0:00,154.764,3,0.4,-46.4292,2017,3
2017-03-11 0:00,26.72,1,0,11.7568,2017,3
2017-03-13 0:00,89.768,1,0.3,-2.5648,2017,3
2017-03-16 0:00,51.264,6,0.2,7.6896,2017,3
2017-03-18 0:00,82.524,3,0.6,-41.262,2017,3
2017-03-19 0:00,697.16,5,0.2,8.7145,2017,3
2017-03-19 0:00,30.93,1,0,12.6813,2017,3
2017-03-20 0:00,2.91,1,0,1.3677,2017,3
2017-03-21 0:00,22.14,3,0,6.4206,2017,3
2017-03-21 0:00,1805.88,6,0,523.7052,2017,3
2017-03-23 0:00,211.84,8,0,76.2624,2017,3
2017-03-24 0:00,271.764,2,0.1,60.392,2017,3
2017-03-24 0:00,207.846,3,0.1,2.3094,2017,3
2017-03-25 0:00,1526.56,7,0,427.4368,2017,3
2017-03-25 0:00,90.99,1,0,14.5584,2017,3
2017-03-25 0:00,368.97,3,0,40.5867,2017,3
2017-03-26 0:00,60.84,3,0,23.1192,2017,3
2017-03-26 0:00,257.568,2,0.2,-28.9764,2017,3
2017-03-27 0:00,1023.332,5,0.32,-30.098,2017,3
2017-03-27 0:00,600.558,3,0.3,-8.5794,2017,3
2017-03-27 0:00,211.246,2,0.3,-66.3916,2017,3
2017-03-27 0:00,292.1,2,0,58.42,2017,3
2017-03-27 0:00,15.008,2,0.2,1.5008,2017,3
2017-03-28 0:00,21.56,7,0,6.8992,2017,3
2017-03-28 0:00,26.48,1,0,10.0624,2017,3
2017-03-30 0:00,94.2,5,0,39.564,2017,3
2017-03-31 0:00,205.3328,2,0.32,-36.2352,2017,3
2017-03-31 0:00,61,5,0,25.62,2017,3
2017-03-31 0:00,29.78,2,0,8.0406,2017,3
2017-04-01 0:00,218.352,3,0.2,-19.1058,2017,4
2017-04-01 0:00,127.95,3,0,21.7515,2017,4
2017-04-01 0:00,482.664,8,0.15,85.176,2017,4
2017-04-02 0:00,25.11,3,0,6.5286,2017,4
2017-04-02 0:00,411.8,2,0,70.006,2017,4
2017-04-03 0:00,25.472,4,0.2,7.6416,2017,4
2017-04-07 0:00,233.86,2,0.45,-102.048,2017,4
2017-04-07 0:00,620.6145,3,0.45,-248.2458,2017,4
2017-04-07 0:00,258.072,3,0.2,0,2017,4
2017-04-08 0:00,273.96,2,0,71.2296,2017,4
2017-04-08 0:00,306.9,3,0,79.794,2017,4
2017-04-08 0:00,56.28,6,0,15.7584,2017,4
2017-04-10 0:00,36.672,3,0.2,6.4176,2017,4
2017-04-10 0:00,12.32,5,0.2,1.848,2017,4
2017-04-13 0:00,436.704,6,0.2,-38.2116,2017,4
2017-04-14 0:00,74.45,5,0,20.1015,2017,4
2017-04-14 0:00,242.352,3,0.2,9.0882,2017,4
2017-04-14 0:00,198.272,8,0.2,-32.2192,2017,4
2017-04-15 0:00,196.45,5,0,70.722,2017,4
2017-04-16 0:00,102.833,1,0.15,-6.049,2017,4
2017-04-17 0:00,218.352,3,0.2,-19.1058,2017,4
2017-04-17 0:00,60.312,3,0.2,5.2773,2017,4
2017-04-20 0:00,42.408,3,0.2,9.5418,2017,4
2017-04-20 0:00,51.968,2,0.2,10.3936,2017,4
2017-04-20 0:00,317.058,3,0.3,-18.1176,2017,4
2017-04-20 0:00,14.56,5,0.6,-6.188,2017,4
2017-04-20 0:00,44.4,2,0.6,-52.17,2017,4
2017-04-21 0:00,908.82,9,0,227.205,2017,4
2017-04-21 0:00,162.6,3,0,34.146,2017,4
2017-04-22 0:00,254.352,3,0.2,0,2017,4
2017-04-22 0:00,18.28,2,0,6.2152,2017,4
2017-04-23 0:00,77.952,3,0.2,-11.6928,2017,4
2017-04-23 0:00,66.36,7,0,26.544,2017,4
2017-04-23 0:00,387.136,4,0.2,-14.5176,2017,4
2017-04-23 0:00,11.664,3,0.2,3.3534,2017,4
2017-04-23 0:00,24.14,2,0,7.9662,2017,4
2017-04-25 0:00,344.981,7,0.15,28.4102,2017,4
2017-04-26 0:00,1.988,1,0.6,-1.4413,2017,4
2017-04-27 0:00,220.2656,4,0.32,-42.1096,2017,4
2017-04-27 0:00,139.58,7,0,39.0824,2017,4
2017-04-29 0:00,1048.35,5,0.4,-69.89,2017,4
2017-04-30 0:00,23.68,8,0.2,6.216,2017,4
2017-04-30 0:00,220.704,6,0.2,-8.2764,2017,4
2017-04-30 0:00,64.96,2,0,21.4368,2017,4
2017-05-01 0:00,2803.92,5,0.2,0,2017,5
2017-05-01 0:00,933.262,4,0.45,-458.1468,2017,5
2017-05-01 0:00,314.352,3,0.2,-15.7176,2017,5
2017-05-02 0:00,129.93,3,0,12.993,2017,5
2017-05-03 0:00,32.448,2,0.2,7.3008,2017,5
2017-05-03 0:00,373.47,5,0.4,-112.041,2017,5
2017-05-04 0:00,300.904,1,0.2,11.2839,2017,5
2017-05-05 0:00,89.991,3,0.7,-152.9847,2017,5
2017-05-06 0:00,623.4648,7,0.32,-119.1918,2017,5
2017-05-07 0:00,1458.65,5,0,423.0085,2017,5
2017-05-07 0:00,26.64,1,0,7.4592,2017,5
2017-05-07 0:00,476.8,2,0,119.2,2017,5
2017-05-08 0:00,47.992,2,0.3,-2.0568,2017,5
2017-05-08 0:00,128.058,3,0.3,-23.7822,2017,5
2017-05-09 0:00,286.85,1,0,63.107,2017,5
2017-05-09 0:00,207,3,0.2,25.875,2017,5
2017-05-11 0:00,7.996,1,0.6,-6.9965,2017,5
2017-05-11 0:00,209.979,7,0.7,-356.9643,2017,5
2017-05-12 0:00,42.85,5,0,15.426,2017,5
2017-05-12 0:00,285.48,5,0.2,-10.7055,2017,5
2017-05-13 0:00,458.43,5,0.3,-124.431,2017,5
2017-05-14 0:00,899.43,5,0.3,-12.849,2017,5
2017-05-14 0:00,18.28,2,0,6.2152,2017,5
2017-05-14 0:00,261.96,2,0,23.5764,2017,5
2017-05-15 0:00,42.624,2,0.2,4.2624,2017,5
2017-05-15 0:00,39.96,2,0,17.1828,2017,5
2017-05-15 0:00,220.96,1,0.2,24.858,2017,5
2017-05-18 0:00,302.94,3,0,75.735,2017,5
2017-05-18 0:00,22.608,3,0.6,-10.1736,2017,5
2017-05-18 0:00,14.56,2,0,6.2608,2017,5
2017-05-18 0:00,1.892,1,0.6,-0.9933,2017,5
2017-05-19 0:00,1628.82,9,0,374.6286,2017,5
2017-05-19 0:00,681.408,12,0.2,42.588,2017,5
2017-05-19 0:00,314.352,3,0.2,-35.3646,2017,5
2017-05-20 0:00,518.272,8,0.2,-97.176,2017,5
2017-05-20 0:00,6.98,1,0,3.3504,2017,5
2017-05-21 0:00,520.05,5,0,72.807,2017,5
2017-05-22 0:00,181.986,2,0.3,-54.5958,2017,5
2017-05-23 0:00,171.288,3,0.2,-6.4233,2017,5
2017-05-25 0:00,18.84,3,0,6.0288,2017,5
2017-05-27 0:00,477.3,5,0,138.417,2017,5
2017-05-27 0:00,35,4,0,14.7,2017,5
2017-05-28 0:00,27.46,2,0,9.8856,2017,5
2017-05-28 0:00,301.96,2,0,33.2156,2017,5
2017-05-28 0:00,115.96,4,0.5,-64.9376,2017,5
2017-05-28 0:00,247.44,8,0,101.4504,2017,5
2017-05-28 0:00,106.869,3,0.3,-29.0073,2017,5
2017-05-29 0:00,65.424,4,0.6,-52.3392,2017,5
2017-05-29 0:00,6.24,3,0,2.6208,2017,5
2017-05-30 0:00,8.01,3,0,3.0438,2017,5
2017-05-30 0:00,204.6664,1,0.32,-6.0196,2017,5
2017-05-30 0:00,241.96,2,0,33.8744,2017,5
2017-05-30 0:00,13.592,1,0.2,-0.3398,2017,5
2017-06-01 0:00,1925.88,6,0,539.2464,2017,6
2017-06-03 0:00,241.568,2,0.2,0,2017,6
2017-06-03 0:00,35.168,7,0.2,9.6712,2017,6
2017-06-03 0:00,384.768,2,0.4,-115.4304,2017,6
2017-06-04 0:00,31.984,2,0.2,1.999,2017,6
2017-06-04 0:00,30.336,6,0.6,-17.4432,2017,6
2017-06-06 0:00,4.95,1,0,2.178,2017,6
2017-06-08 0:00,1497.666,2,0.15,140.9568,2017,6
